"Year","Month","Month Name","State","City","Store name","Lines","Category","Sales revenue","Quantity sold","Margin"
"2015","4","April","California","Los Angeles","e-Fashion Los Angeles","Jackets","Fancy fabric","1194","6","492.6"
"2015","4","April","California","Los Angeles","e-Fashion Los Angeles","Jackets","Outdoor","179","1","87.7"
"2015","4","April","California","Los Angeles","e-Fashion Los Angeles","Outerwear","Day wear","3480","20","1288.8"
"2015","4","April","California","Los Angeles","e-Fashion Los Angeles","Outerwear","Hats,gloves,scarves","3477","39","919.2"
"2015","4","April","California","Los Angeles","e-Fashion Los Angeles","Sweaters","Cardigan","14411.3","83","5466.3"
"2015","4","April","California","Los Angeles","e-Fashion Los Angeles","Sweat-T-Shirts","T-Shirts","997.1","7","368.2"
"2015","4","April","California","Los Angeles","e-Fashion Los Angeles","Trousers","Party pants","3382.3","22","842"
"2015","4","April","California","San Francisco","e-Fashion San Francisco","Accessories","Belts,bags,wallets","560.2","6","11.4"
"2015","4","April","California","San Francisco","e-Fashion San Francisco","Accessories","Hats,gloves,scarves","4808.9","37","1432.4"
"2015","4","April","California","San Francisco","e-Fashion San Francisco","Accessories","Jewelry","65992.6","377","25064.5"
"2015","4","April","California","San Francisco","e-Fashion San Francisco","Accessories","Lounge wear","3976.7","18","1800"
"2015","4","April","California","San Francisco","e-Fashion San Francisco","City Trousers","Long lounge pants","147","3","-59.7"
"2015","4","April","California","San Francisco","e-Fashion San Francisco","Jackets","Fancy fabric","1194","6","492.6"
"2015","4","April","California","San Francisco","e-Fashion San Francisco","Outerwear","Day wear","3129","21","1320.3"
"2015","4","April","California","San Francisco","e-Fashion San Francisco","Outerwear","Hats,gloves,scarves","930.6","11","215.6"
"2015","4","April","California","San Francisco","e-Fashion San Francisco","Sweaters","Cardigan","10626.6","60","3896.2"
"2015","4","April","California","San Francisco","e-Fashion San Francisco","Sweat-T-Shirts","T-Shirts","1284.4","8","541.1"
"2015","4","April","California","San Francisco","e-Fashion San Francisco","Trousers","Party pants","1910","10","630"
"2015","4","April","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Belts,bags,wallets","3114.4","38","525.5"
"2015","4","April","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Hats,gloves,scarves","2541.5","20","767.4"
"2015","4","April","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Jewelry","46234.7","265","18042.7"
"2015","4","April","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Lounge wear","587","3","263.2"
"2015","4","April","Colorado","Colorado Springs","e-Fashion Colorado Springs","City Trousers","Long lounge pants","588","12","-222.1"
"2015","4","April","Colorado","Colorado Springs","e-Fashion Colorado Springs","Outerwear","Day wear","1341","9","570.8"
"2015","4","April","Colorado","Colorado Springs","e-Fashion Colorado Springs","Outerwear","Hats,gloves,scarves","1861.2","19","530.6"
"2015","4","April","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweaters","Cardigan","6348.1","37","2363"
"2015","4","April","Colorado","Colorado Springs","e-Fashion Colorado Springs","Sweat-T-Shirts","T-Shirts","709.8","5","261"
"2015","4","April","Colorado","Colorado Springs","e-Fashion Colorado Springs","Trousers","Party pants","1592","10","349.4"
"2015","4","April","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Belts,bags,wallets","5232.2","66","516.7"
"2015","4","April","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Hats,gloves,scarves","5295.7","43","1440.5"
"2015","4","April","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Jewelry","68391.1","390","25910.8"
"2015","4","April","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Lounge wear","3664","16","1746.4"
"2015","4","April","DC","Washington","e-Fashion Washington Tolbooth","City Trousers","Long lounge pants","483","7","-5.6"
"2015","4","April","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Fancy fabric","995","5","410.5"
"2015","4","April","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Outdoor","358","2","175.3"
"2015","4","April","DC","Washington","e-Fashion Washington Tolbooth","Outerwear","Day wear","2831","19","1113.4"
"2015","4","April","DC","Washington","e-Fashion Washington Tolbooth","Outerwear","Hats,gloves,scarves","2178","24","605.9"
"2015","4","April","DC","Washington","e-Fashion Washington Tolbooth","Sweaters","Cardigan","5850.6","35","1986.4"
"2015","4","April","DC","Washington","e-Fashion Washington Tolbooth","Sweat-T-Shirts","T-Shirts","676","5","233.2"
"2015","4","April","DC","Washington","e-Fashion Washington Tolbooth","Trousers","Party pants","3123.7","18","901.3"
"2015","4","April","Florida","Miami","e-Fashion Miami Sundance","Accessories","Hats,gloves,scarves","2964.5","17","1282.2"
"2015","4","April","Florida","Miami","e-Fashion Miami Sundance","Accessories","Jewelry","42800.5","243","16981.5"
"2015","4","April","Florida","Miami","e-Fashion Miami Sundance","Accessories","Lounge wear","169","1","78.7"
"2015","4","April","Florida","Miami","e-Fashion Miami Sundance","City Skirts","Mini city","304.2","2","95.9"
"2015","4","April","Florida","Miami","e-Fashion Miami Sundance","Outerwear","Day wear","2330.4","16","1011.9"
"2015","4","April","Florida","Miami","e-Fashion Miami Sundance","Outerwear","Hats,gloves,scarves","594.8","7","137.1"
"2015","4","April","Florida","Miami","e-Fashion Miami Sundance","Sweaters","Cardigan","3358.8","19","1337.8"
"2015","4","April","Florida","Miami","e-Fashion Miami Sundance","Sweat-T-Shirts","T-Shirts","338","2","149.4"
"2015","4","April","Florida","Miami","e-Fashion Miami Sundance","Trousers","Party pants","378","2","149.4"
"2015","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Belts,bags,wallets","3053","37","488.7"
"2015","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Hats,gloves,scarves","4413.6","26","2103.6"
"2015","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Jewelry","78374.7","442","31081.2"
"2015","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Lounge wear","1921","9","844"
"2015","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","City Trousers","Long lounge pants","245","5","-95.8"
"2015","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Jackets","Fancy fabric","1194","6","492.6"
"2015","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Outerwear","Day wear","1937","13","811.6"
"2015","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Outerwear","Hats,gloves,scarves","970.2","11","244.6"
"2015","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Sweaters","Cardigan","5978","33","2289.2"
"2015","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Sweat-T-Shirts","T-Shirts","439.4","3","167.8"
"2015","4","April","Illinois","Chicago","e-Fashion Chicago 33rd","Trousers","Party pants","1731","9","496.5"
"2015","4","April","New York","New York","e-Fashion New York 5th","Accessories","Belts,bags,wallets","3139.8","35","522.8"
"2015","4","April","New York","New York","e-Fashion New York 5th","Accessories","Hats,gloves,scarves","4555","38","1340.1"
"2015","4","April","New York","New York","e-Fashion New York 5th","Accessories","Jewelry","69466.2","394","27844.1"
"2015","4","April","New York","New York","e-Fashion New York 5th","Accessories","Lounge wear","1592","8","711"
"2015","4","April","New York","New York","e-Fashion New York 5th","City Trousers","Long lounge pants","608","12","-195"
"2015","4","April","New York","New York","e-Fashion New York 5th","Jackets","Fancy fabric","398","2","164.2"
"2015","4","April","New York","New York","e-Fashion New York 5th","Outerwear","Day wear","4768","32","2132.9"
"2015","4","April","New York","New York","e-Fashion New York 5th","Outerwear","Hats,gloves,scarves","1386","15","393"
"2015","4","April","New York","New York","e-Fashion New York 5th","Sweaters","Cardigan","5493.2","32","1999.5"
"2015","4","April","New York","New York","e-Fashion New York 5th","Sweat-T-Shirts","T-Shirts","743.6","5","288.8"
"2015","4","April","New York","New York","e-Fashion New York 5th","Trousers","Party pants","1949.5","11","563.8"
"2015","4","April","New York","New York","e-Fashion New York Magnolia","Accessories","Belts,bags,wallets","11676.5","101","3688.9"
"2015","4","April","New York","New York","e-Fashion New York Magnolia","Accessories","Hats,gloves,scarves","9920.7","59","4744.5"
"2015","4","April","New York","New York","e-Fashion New York Magnolia","Accessories","Jewelry","78018","445","31176.8"
"2015","4","April","New York","New York","e-Fashion New York Magnolia","Accessories","Lounge wear","6190","30","2843.6"
"2015","4","April","New York","New York","e-Fashion New York Magnolia","City Skirts","Mini city","2129.2","14","665"
"2015","4","April","New York","New York","e-Fashion New York Magnolia","City Trousers","Long lounge pants","49","1","-21.1"
"2015","4","April","New York","New York","e-Fashion New York Magnolia","Jackets","Fancy fabric","1393","7","574.7"
"2015","4","April","New York","New York","e-Fashion New York Magnolia","Outerwear","Day wear","7503","49","3129.7"
"2015","4","April","New York","New York","e-Fashion New York Magnolia","Outerwear","Hats,gloves,scarves","2455.2","28","632.8"
"2015","4","April","New York","New York","e-Fashion New York Magnolia","Sweaters","Cardigan","8145.9","46","3127.5"
"2015","4","April","New York","New York","e-Fashion New York Magnolia","Sweat-T-Shirts","T-Shirts","2737.8","19","1057.8"
"2015","4","April","New York","New York","e-Fashion New York Magnolia","Trousers","Party pants","3167.3","21","781.8"
"2015","4","April","Texas","Austin","e-Fashion Austin","Accessories","Belts,bags,wallets","608","7","129"
"2015","4","April","Texas","Austin","e-Fashion Austin","Accessories","Hats,gloves,scarves","6082.6","39","2612.1"
"2015","4","April","Texas","Austin","e-Fashion Austin","Accessories","Jewelry","61525.4","347","24334.1"
"2015","4","April","Texas","Austin","e-Fashion Austin","Accessories","Lounge wear","1862.2","8","778.2"
"2015","4","April","Texas","Austin","e-Fashion Austin","City Trousers","Long lounge pants","653.8","9","6.3"
"2015","4","April","Texas","Austin","e-Fashion Austin","Jackets","Fancy fabric","681.6","4","233.6"
"2015","4","April","Texas","Austin","e-Fashion Austin","Jackets","Outdoor","179","1","87.7"
"2015","4","April","Texas","Austin","e-Fashion Austin","Outerwear","Day wear","3446","24","1475"
"2015","4","April","Texas","Austin","e-Fashion Austin","Outerwear","Hats,gloves,scarves","3033.8","34","804.2"
"2015","4","April","Texas","Austin","e-Fashion Austin","Sweaters","Cardigan","3127.5","21","939.3"
"2015","4","April","Texas","Austin","e-Fashion Austin","Sweat-T-Shirts","T-Shirts","760","6","237.3"
"2015","4","April","Texas","Austin","e-Fashion Austin","Trousers","Party pants","2258","12","662.4"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","Accessories","Belts,bags,wallets","1683.4","19","330.7"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","Accessories","Hats,gloves,scarves","2758.4","24","834.6"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","Accessories","Jewelry","40841.6","242","15381.8"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","Accessories","Lounge wear","836","4","369"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","City Skirts","Mini city","845","6","232.4"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","City Trousers","Long lounge pants","196","4","-68.8"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","Jackets","Fancy fabric","0","0","0"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","Jackets","Outdoor","179","1","87.7"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","Outerwear","Day wear","1430","10","630.2"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","Outerwear","Hats,gloves,scarves","950.4","10","283"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","Sweaters","Cardigan","6668.9","40","2112.1"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","Sweat-T-Shirts","T-Shirts","709.8","5","270.6"
"2015","4","April","Texas","Dallas","e-Fashion Dallas","Trousers","Party pants","955.2","5","256.5"
"2015","4","April","Texas","Houston","e-Fashion Houston","Accessories","Belts,bags,wallets","405","3","125.9"
"2015","4","April","Texas","Houston","e-Fashion Houston","Accessories","Hats,gloves,scarves","3818.4","22","1816.5"
"2015","4","April","Texas","Houston","e-Fashion Houston","Accessories","Jewelry","42986.5","242","17465.8"
"2015","4","April","Texas","Houston","e-Fashion Houston","Accessories","Lounge wear","1672","8","738.1"
"2015","4","April","Texas","Houston","e-Fashion Houston","Jackets","Fancy fabric","398","2","164.2"
"2015","4","April","Texas","Houston","e-Fashion Houston","Outerwear","Day wear","2235","15","991.3"
"2015","4","April","Texas","Houston","e-Fashion Houston","Outerwear","Hats,gloves,scarves","2314.4","25","655.9"
"2015","4","April","Texas","Houston","e-Fashion Houston","Sweaters","Cardigan","4296.5","24","1564.1"
"2015","4","April","Texas","Houston","e-Fashion Houston","Sweat-T-Shirts","T-Shirts","709","5","260.4"
"2015","4","April","Texas","Houston","e-Fashion Houston","Trousers","Party pants","2089","11","654.4"
"2015","4","April","Texas","Houston","e-Fashion Houston Leighton","Accessories","Belts,bags,wallets","976.4","6","373.1"
"2015","4","April","Texas","Houston","e-Fashion Houston Leighton","Accessories","Hats,gloves,scarves","6405.5","37","2968.1"
"2015","4","April","Texas","Houston","e-Fashion Houston Leighton","Accessories","Jewelry","72679","411","29184.8"
"2015","4","April","Texas","Houston","e-Fashion Houston Leighton","Accessories","Lounge wear","3415","15","1586.7"
"2015","4","April","Texas","Houston","e-Fashion Houston Leighton","Jackets","Fancy fabric","398","2","164.2"
"2015","4","April","Texas","Houston","e-Fashion Houston Leighton","Outerwear","Day wear","3874","26","1730.8"
"2015","4","April","Texas","Houston","e-Fashion Houston Leighton","Outerwear","Hats,gloves,scarves","2296.8","24","691.9"
"2015","4","April","Texas","Houston","e-Fashion Houston Leighton","Sweaters","Cardigan","5229.6","29","1990.9"
"2015","4","April","Texas","Houston","e-Fashion Houston Leighton","Sweat-T-Shirts","T-Shirts","1521","10","606.2"
"2015","4","April","Texas","Houston","e-Fashion Houston Leighton","Trousers","Party pants","2864.5","16","894.4"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Accessories","Belts,bags,wallets","3630.7","24","1160.7"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Accessories","Hair accessories","199","1","165"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Accessories","Hats,gloves,scarves","8146.5","47","3952.7"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Accessories","Jewelry","48461.2","278","18838.5"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Accessories","Lounge wear","5878.3","31","2711.8"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","City Trousers","Long lounge pants","49","1","-17.5"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Dresses","Casual dresses","2523.4","14","1178.5"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Jackets","Outdoor","4609.3","27","1938.8"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Outerwear","Day wear","15139.8","95","6476.4"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Outerwear","Hats,gloves,scarves","1979.8","20","638.4"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Shirt Waist","Short sleeve","1194","6","514.3"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Sweaters","Cardigan","3778.5","19","1638.8"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Sweat-T-Shirts","T-Shirts","1172.5","6","535.1"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Trousers","Jeans","199","1","100.7"
"2015","5","May","California","Los Angeles","e-Fashion Los Angeles","Trousers","Party pants","925","5","339"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","Accessories","Belts,bags,wallets","1275","8","492.1"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","Accessories","Hats,gloves,scarves","3716.8","24","1661.5"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","Accessories","Jewelry","52246.7","289","20510.3"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","Accessories","Lounge wear","3659.1","20","1694.1"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","City Trousers","Long lounge pants","98","2","-34.1"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","Dresses","Casual dresses","1252.5","7","583.7"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","Jackets","Outdoor","1729.5","10","741.8"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","Outerwear","Day wear","10277.6","69","4720.6"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","Outerwear","Hats,gloves,scarves","1188","12","380.7"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","Shirt Waist","Short sleeve","1193.5","6","509.1"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","Sweaters","Cardigan","5371","27","2262.8"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","Sweat-T-Shirts","T-Shirts","1253.6","6","580.3"
"2015","5","May","California","San Francisco","e-Fashion San Francisco","Trousers","Party pants","1687.8","11","363.6"
"2015","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Belts,bags,wallets","458","2","200.9"
"2015","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Hats,gloves,scarves","2804","16","1320.6"
"2015","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Jewelry","39166.1","221","14686.1"
"2015","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Accessories","Lounge wear","3329.9","19","1513.9"
"2015","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Dresses","Casual dresses","1206","7","546.1"
"2015","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Jackets","Fancy fabric","199","1","82.1"
"2015","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Jackets","Outdoor","179","1","87.7"
"2015","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Outerwear","Day wear","6057.4","41","2690.4"
"2015","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Outerwear","Hats,gloves,scarves","198","2","114.4"
"2015","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Trousers","Jeans","397.5","2","201.1"
"2015","5","May","Colorado","Colorado Springs","e-Fashion Colorado Springs","Trousers","Party pants","597","3","198.8"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Belts,bags,wallets","3415.5","33","980.9"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Hats,gloves,scarves","4142.1","26","1792.8"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Jewelry","64701.8","359","25184"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Accessories","Lounge wear","3964.3","23","1873.2"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","City Trousers","Long lounge pants","68.9","1","-0.2"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Dresses","Casual dresses","2026.2","11","957.7"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Fancy fabric","398","2","164.2"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Jackets","Outdoor","2215.4","13","904.4"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Outerwear","Day wear","8194.2","55","3807.1"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Outerwear","Hats,gloves,scarves","1188","12","383.7"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Shirt Waist","Short sleeve","1504","8","609.6"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Sweat-T-Shirts","T-Shirts","1173.6","6","536.2"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Trousers","Jeans","398","2","201.4"
"2015","5","May","DC","Washington","e-Fashion Washington Tolbooth","Trousers","Party pants","397.6","2","140.6"
"2015","5","May","Florida","Miami","e-Fashion Miami Sundance","Accessories","Belts,bags,wallets","687","3","301.2"
"2015","5","May","Florida","Miami","e-Fashion Miami Sundance","Accessories","Hats,gloves,scarves","4280.5","25","2054.8"
"2015","5","May","Florida","Miami","e-Fashion Miami Sundance","Accessories","Jewelry","36155.4","204","13983.4"
"2015","5","May","Florida","Miami","e-Fashion Miami Sundance","Accessories","Lounge wear","4528.4","27","2111.8"
"2015","5","May","Florida","Miami","e-Fashion Miami Sundance","Dresses","Casual dresses","842.4","5","371.9"
"2015","5","May","Florida","Miami","e-Fashion Miami Sundance","Jackets","Fancy fabric","198.7","1","81.8"
"2015","5","May","Florida","Miami","e-Fashion Miami Sundance","Jackets","Outdoor","179","1","84.5"
"2015","5","May","Florida","Miami","e-Fashion Miami Sundance","Outerwear","Day wear","8491.3","57","3976.9"
"2015","5","May","Florida","Miami","e-Fashion Miami Sundance","Outerwear","Hats,gloves,scarves","297","3","93.7"
"2015","5","May","Florida","Miami","e-Fashion Miami Sundance","Sweaters","Cardigan","3382.1","17","1391.9"
"2015","5","May","Florida","Miami","e-Fashion Miami Sundance","Sweat-T-Shirts","T-Shirts","169","1","74.7"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Belts,bags,wallets","5729.5","62","1385.1"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Hats,gloves,scarves","5118.5","30","2550.8"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Jewelry","58678.7","330","22822.3"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Accessories","Lounge wear","3777.5","22","1752.2"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","City Skirts","Mini city","108.2","1","25.4"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Dresses","Casual dresses","1630.5","9","764.9"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Jackets","Fancy fabric","199","1","82.1"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Jackets","Outdoor","3075.5","18","1314.7"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Outerwear","Day wear","11023.3","74","5048.4"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Outerwear","Hats,gloves,scarves","1386","14","444.2"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Shirt Waist","Short sleeve","596.4","3","244.7"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Sweaters","Cardigan","4376.4","22","1777.8"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Sweat-T-Shirts","T-Shirts","1084.2","5","507.3"
"2015","5","May","Illinois","Chicago","e-Fashion Chicago 33rd","Trousers","Party pants","199","1","83"
"2015","5","May","New York","New York","e-Fashion New York 5th","Accessories","Belts,bags,wallets","1342.9","6","633.4"
"2015","5","May","New York","New York","e-Fashion New York 5th","Accessories","Hats,gloves,scarves","9402.5","59","4435.9"
"2015","5","May","New York","New York","e-Fashion New York 5th","Accessories","Jewelry","60826.1","343","23785.8"
"2015","5","May","New York","New York","e-Fashion New York 5th","Accessories","Lounge wear","8458.1","49","3888"
"2015","5","May","New York","New York","e-Fashion New York 5th","City Trousers","Long lounge pants","294","6","-118.6"
"2015","5","May","New York","New York","e-Fashion New York 5th","Dresses","Casual dresses","4384.4","25","2001"
"2015","5","May","New York","New York","e-Fashion New York 5th","Jackets","Fancy fabric","1164","6","467.7"
"2015","5","May","New York","New York","e-Fashion New York 5th","Jackets","Outdoor","1239","7","598.7"
"2015","5","May","New York","New York","e-Fashion New York 5th","Outerwear","Day wear","22389.8","150","10172.6"
"2015","5","May","New York","New York","e-Fashion New York 5th","Outerwear","Hats,gloves,scarves","782","8","249.1"
"2015","5","May","New York","New York","e-Fashion New York 5th","Shirt Waist","Short sleeve","776.5","4","310.8"
"2015","5","May","New York","New York","e-Fashion New York 5th","Sweaters","Cardigan","4971.5","25","2019.7"
"2015","5","May","New York","New York","e-Fashion New York 5th","Sweat-T-Shirts","T-Shirts","338","2","149.2"
"2015","5","May","New York","New York","e-Fashion New York 5th","Trousers","Party pants","398","2","140.9"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Accessories","Belts,bags,wallets","9862.7","74","2777.1"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Accessories","Hats,gloves,scarves","13101.4","76","6530.1"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Accessories","Jewelry","71580.6","408","29254"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Accessories","Lounge wear","11880","67","5506.9"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","City Skirts","Mini city","826","5","312.1"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","City Trousers","Long lounge pants","98","2","-38.7"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Dresses","Casual dresses","3602.9","20","1681.1"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Jackets","Fancy fabric","1393","7","574.7"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Jackets","Outdoor","5842.6","34","2467.8"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Outerwear","Day wear","32758.3","221","13232.2"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Outerwear","Hats,gloves,scarves","1386","14","451.3"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Shirt Waist","Short sleeve","2146.3","11","897.2"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Sweaters","Cardigan","7214.1","37","3003.8"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Sweat-T-Shirts","T-Shirts","2595.5","13","1206.3"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Trousers","Jeans","2188.6","11","1107.4"
"2015","5","May","New York","New York","e-Fashion New York Magnolia","Trousers","Party pants","695.6","4","182.6"
"2015","5","May","Texas","Austin","e-Fashion Austin","Accessories","Belts,bags,wallets","3758.6","23","1505.6"
"2015","5","May","Texas","Austin","e-Fashion Austin","Accessories","Hats,gloves,scarves","6849.2","43","3115.7"
"2015","5","May","Texas","Austin","e-Fashion Austin","Accessories","Jewelry","46874.5","262","18807.9"
"2015","5","May","Texas","Austin","e-Fashion Austin","Accessories","Lounge wear","5109.1","30","2351.8"
"2015","5","May","Texas","Austin","e-Fashion Austin","City Trousers","Long lounge pants","225","3","5.8"
"2015","5","May","Texas","Austin","e-Fashion Austin","Dresses","Casual dresses","3845.5","22","1758.1"
"2015","5","May","Texas","Austin","e-Fashion Austin","Jackets","Outdoor","3459.6","20","1502.7"
"2015","5","May","Texas","Austin","e-Fashion Austin","Outerwear","Day wear","22705.7","154","10377.3"
"2015","5","May","Texas","Austin","e-Fashion Austin","Outerwear","Hats,gloves,scarves","465","5","134.2"
"2015","5","May","Texas","Austin","e-Fashion Austin","Shirt Waist","Short sleeve","974.5","5","391.8"
"2015","5","May","Texas","Austin","e-Fashion Austin","Sweaters","Cardigan","1464","15","43.9"
"2015","5","May","Texas","Austin","e-Fashion Austin","Sweat-T-Shirts","T-Shirts","997.9","6","368.3"
"2015","5","May","Texas","Austin","e-Fashion Austin","Trousers","Jeans","199","1","100.7"
"2015","5","May","Texas","Austin","e-Fashion Austin","Trousers","Party pants","129","1","-0.1"
"2015","5","May","Texas","Dallas","e-Fashion Dallas","Accessories","Belts,bags,wallets","627","3","272.6"
"2015","5","May","Texas","Dallas","e-Fashion Dallas","Accessories","Hats,gloves,scarves","2900.7","17","1419.4"
"2015","5","May","Texas","Dallas","e-Fashion Dallas","Accessories","Jewelry","32676.1","186","11949.2"
"2015","5","May","Texas","Dallas","e-Fashion Dallas","Accessories","Lounge wear","2926.6","17","1320.3"
"2015","5","May","Texas","Dallas","e-Fashion Dallas","City Skirts","Mini city","337.4","2","129.5"
"2015","5","May","Texas","Dallas","e-Fashion Dallas","Dresses","Casual dresses","1788.5","10","833.3"
"2015","5","May","Texas","Dallas","e-Fashion Dallas","Jackets","Fancy fabric","199","1","82.1"
"2015","5","May","Texas","Dallas","e-Fashion Dallas","Jackets","Outdoor","537","3","261.2"
